;;APTO_AGUA_FRIA-QUENTE-GAS-PT1;;
RU1420;RU_ESGOTO;JUNCAO SIMPLES PVC SERIE NORMAL 100X100;PC;12
RU1421;RU_ESGOTO;JUNCAO SIMPLES PVC SERIE NORMAL 150X100;PC;3
RU1422;RU_ESGOTO;JUNCAO SIMPLES PVC SERIE NORMAL 150X150;PC;1
RU1509;RU_ESGOTO_REFOCADO;TUBO PVC SERIE REFOCADA 75MM;MT;6,63
RU1510;RU_ESGOTO_REFOCADO;TUBO PVC SERIE REFOCADA 100MM;MT;132,8
RU1511;RU_ESGOTO_REFOCADO;TUBO PVC SERIE REFOCADA 150MM;MT;82,32
RU1520;RU_ESGOTO_REFOCADO;JOELHO 45 PVC SERIE REFOCADA 100MM;PC;47
RU1521;RU_ESGOTO_REFOCADO;JOELHO 45 PVC SERIE REFOCADA 150MM;PC;20
RU1525;RU_ESGOTO_REFOCADO;JOELHO 90 PVC SERIE REFOCADA 100MM;PC;15
RU1526;RU_ESGOTO_REFOCADO;JOELHO 90 PVC SERIE REFOCADA 150MM;PC;3
RU1533;RU_ESGOTO_REFOCADO;JUNCAO SIMPLES PVC SERIE REFOCADA 100X100;PC;1
RU1534;RU_ESGOTO_REFOCADO;JUNCAO SIMPLES PVC SERIE REFOCADA 150X100;PC;4
RU1535;RU_ESGOTO_REFOCADO;JUNCAO SIMPLES PVC SERIE REFOCADA 150X150;PC;4
RU1551;RU_ESGOTO_REFOCADO;JOELHO 45 EM FERRO FUNDIDO 75MM;PC;24
RU1552;RU_ESGOTO_REFOCADO;JOELHO 45 EM FERRO FUNDIDO 100MM;PC;98
RU1559;RU_ESGOTO;RALO LINEAR 70CM;MT;43,01
RU1563;RU_ESGOTO;REDUCAO EXCENTRICA PVC SERIE NORMAL 150X100MM;PC;2
RU1566;RU_ESGOTO_REFOCADO;REDUCAO EXCENTRICA PVC SERIE REFOCADA 100X75MM;PC;4
RU1567;RU_ESGOTO_REFOCADO;REDUCAO EXCENTRICA PVC SERIE REFOCADA 150X100MM;PC;8
RU1652;RU_AR;CAIXA POLAR;PC;13
RU1658;RU_ESGOTO;JOELHO 45 PVC SERIE NORMAL 150MM;PC;18
RU1715;RU_SOLDAVEL;JOELHO 90 PVC SOLDAVEL 25MM;PC;19
RU1720;RU_REGISTRO;"TORNEIRA ESFERA 1/2""";PC;12
